ID,Order,Family,Genus,Species_reported,Authority_reported,Species_accepted,Authority_accepted,Latitude,Longitude,Location,Outcrop,Growth_form,Distribution,Microhabitat,Dispersal_period,Dispersal_syndrome,Seed_number,Embryoless,Nonviable,Nondormant,Dormant,Viable,Length,Width,Thickness,Dry_mass,Water_content,Dormancy,Dormancy_class,Dessication_tolerance,Notes
10,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. odorus,(Ritter) N.P.Taylor & Zappi,Arthrocereus melanurus subsp. odorus,(Ritter) N.P.Taylor & Zappi,-19.24,-43.68,Serra do Cipó,Quartzite,Succulent,Restricted,Xeric,LR,Zoochory,224.4,NA,NA,NA,NA,NA,1.97,NA,NA,0.94,16.6,ND,ND,NA,NA
11,Poales,Eriocaulaceae,Comanthera,Comanthera brasiliana,(Giul.) L.R. Parra & Giul.,Comanthera brasiliana,(Giul.) L.R. Parra & Giul.,-18.15,-43.05,Serra do Ambrosio,Quartzite,Herb,Restricted,Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
11,Poales,Eriocaulaceae,Comanthera,Comanthera brunnea,Echtern.,Comanthera brunnea,Echtern.,-18.00,-42.72,Serra Negra,Quartzite,Herb,Restricted,Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
11,Poales,Eriocaulaceae,Comanthera,Comanthera linearis,(Ruhnland) L.R. Parra & Giul.,Comanthera caespitosa,(Wikstr.) L.R.Parra & Giul.,-21.71,-43.89,Parque Estadual do Ibitipoca,Quartzite,Herb,Widespread,Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
11,Poales,Eriocaulaceae,Comanthera,Comanthera magnifica,(Giul.) L.R. Parra & Giul.,Comanthera magnifica,(Giul.) L.R. Parra & Giul.,-18.15,-43.05,Serra do Ambrosio,Quartzite,Herb,Restricted,Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
11,Poales,Eriocaulaceae,Comanthera,Comanthera suberosa,(Giul.) L.R. Parra & Giul.,Comanthera suberosa,(Giul.) L.R. Parra & Giul.,-18.15,-43.05,Serra do Ambrosio,Quartzite,Herb,Restricted,Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
12,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. latistipula,(Benth.) G.P.Lewis,Chamaecrista latistipula,Benth.) Afr. Fern. & E. Nunes,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Widespread,Mesic,NA,Autochory,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
12,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. graminea,H.S.Irwin & Barneby,Chamaecrista linearis,(H.S.Irwin & Barneby) Afr.Fern. & E.P.Nunes,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Widespread,Mesic,NA,Autochory,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista blanchetii,"(Benth.) Conc., L.P. Queiroz & G.P. Lewis",Chamaecrista blanchetii,"(Benth.) Conc., L.P. Queiroz & G.P. Lewis",-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Widespread,Mesic/Xeric,NA,Autochory,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista chapadae,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista chapadae,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Restricted,Mesic,NA,Autochory,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista confertiformis,"(H.S. Irwin & Barneby) Conc., L.P. Queiroz & G.P. Lewis",Chamaecrista confertiformis,"(H.S. Irwin & Barneby) Conc., L.P. Queiroz & G.P. Lewis",-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,NA,Restricted,Mesic,NA,Autochory,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista glaucofilix,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista glaucofilix,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Restricted,Xeric,NA,Autochory,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. latistipula,(Benth.) G.P.Lewis,Chamaecrista latistipula,Benth.) Afr. Fern. & E. Nunes,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Widespread,Mesic,NA,Autochory,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. graminea,H.S.Irwin & Barneby,Chamaecrista linearis,(H.S.Irwin & Barneby) Afr.Fern. & E.P.Nunes,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Widespread,Mesic,NA,Autochory,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
13,Fabales,Fabaceae,Chamaecrista,Chamaecrista rotundifolia var. grandiflora,(Benth.) H.S.Irwin & Barneby,Chamaecrista rotundifolia var. grandiflora,(Benth.) H.S.Irwin & Barneby,-12.99,-41.34,Parque Municipal de Mucugê,Quartzite,Shrub,Widespread,Mesic,NA,Autochory,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
14,Fabales,Fabaceae,Mimosa,Mimosa calodendron,Mart. ex Benth.,Mimosa calodendron,Mart. ex Benth.,-20.17,-43.98,Parque Estadual da Serra do Rola Moça,Ironstone,Shrub,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
15,Apiales,Apiaceae,Eryngium,Eryngium horridum,Malme,Eryngium horridum,Malme,-19.23,-43.52,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LR,Autochory,NA,6.8,59.8,27.7,5.7,33.4,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Asterales,Asteraceae,Heterocondylus,Heterocondylus pumilus,(Gardner) R.M.King & H.Rob.,Heterocondylus pumilus,(Gardner) R.M.King & H.Rob.,-19.28,-43.58,"Lapinha da Serra, Santana do Riacho, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,LD,Anemochory,NA,47,5.7,47.3,0,47.3,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Asterales,Asteraceae,Lepidaploa,Lepidaploa rufogrisea,(A.St.-Hil.) H.Rob.,Lepidaploa rufogrisea,(A.St.-Hil.) H.Rob.,-19.12,-43.67,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,ED,Anemochory,NA,51.3,0.85,45.3,2.55,47.85,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Asterales,Asteraceae,Mikania,Mikania itambana,Gardner,Mikania itambana,Gardner,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LD,Anemochory,NA,11.35,17.02,70.92,0.71,71.63,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Poales,Bromeliaceae,Vriesea,Vriesea atropurpurea,Silveira,Vriesea atropurpurea,Silveira,-19.23,-43.52,Serra do Cipó,Quartzite,Herb,Restricted,Xeric,ED,Anemochory,NA,41.4,10.9,47.7,0,47.7,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Caryophyllales,Cactaceae,Cipocereus,Cipocereus minensis,(Werderm.) Ritter,Cipocereus minensis,(Werderm.) Ritter,NA,NA,Serra do Cipó,Quartzite,Succulent,Restricted,Xeric,LD,Zoochory,NA,28.2,48.3,18.8,4.7,23.5,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus aurisetus,(Werderm.) Byles & G. D. Rowley,Pilosocereus aurisetus,(Werderm.) Byles & G. D. Rowley,-19.28,-43.58,Serra do Cipó,Quartzite,Succulent,Restricted,Xeric,ED,Zoochory,NA,0,2.7,97.3,0,97.3,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Dilleniales,Dilleniaceae,Davilla,Davilla grandiflora,A.St.-Hil. & Tul.,Davilla grandiflora,A.St.-Hil. & Tul.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LR,Zoochory,NA,0,0,0,100,100,NA,NA,NA,NA,NA,D,NA,NA,NA
15,Ericales,Ericaceae,Agarista,Agarista virgata,Judd,Agarista virgata,Judd,-19.23,-43.52,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,ED,Autochory,NA,83.1,2,14.9,0,14.9,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Ericales,Ericaceae,Gaylussacia,Gaylussacia montana,(Pohl) Sleumer,Gaylussacia montana,(Pohl) Sleumer,-19.12,-43.67,"Lapinha da Serra, Santana do Riacho, Minas Gerais",Quartzite,Shrub,Restricted,Xeric,ED,Zoochory,NA,79.6,8.6,1.3,10.5,11.8,NA,NA,NA,NA,NA,D,NA,NA,NA
15,Ericales,Ericaceae,Gaylussacia,Gaylussacia reticulata,Mart. ex Meisn.,Gaylussacia reticulata,Mart. ex Meisn.,-19.12,-43.67,"Lapinha da Serra, Santana do Riacho, Minas Gerais",Quartzite,Shrub,Restricted,Xeric,ED,Zoochory,NA,91.4,6.6,0,2,2,NA,NA,NA,NA,NA,NC,NA,NA,NA
15,Fabales,Fabaceae,Mimosa,Mimosa macedoana,Burkart,Mimosa macedoana,Burkart,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LR,Autochory,NA,0,3.1,2.1,94.8,96.9,NA,NA,NA,NA,NA,D,NA,NA,NA
15,Gentianales,Gentianaceae,Calolisianthus,Calolisianthus pedunculatus,(Cham. & Schltdl.) Gilg,Calolisianthus pedunculatus,(Cham. & Schltdl.) Gilg,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,ED,Autochory,NA,2.3,1.3,96.4,0,96.4,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Asparagales,Iridaceae,Pseudotrimezia,Trimezia juncifolia,(Klatt) Benth. & Hook.,Pseudotrimezia juncifolia,(Klatt) Lovo & A.Gil,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LD,Autochory,NA,0,0,99.3,0.7,100,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Myrtales,Melastomataceae,Cambessedesia,Cambessedesia corymbosa,Mart. & Schrank ex DC.,Cambessedesia corymbosa,Mart. & Schrank ex DC.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,ED,Autochory,NA,19.3,36.7,44,0,44,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Malpighiales,Ochnaceae,Luxemburgia,Luxemburgia ciliatibracteata,Sastre,Luxemburgia ciliatibracteata,Sastre,-19.22,-43.48,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,30.7,2.3,66.3,0.7,67,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Malpighiales,Ochnaceae,Luxemburgia,Luxemburgia damazioana,Beauverd,Luxemburgia damazioana,Beauverd,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,ED,Autochory,NA,12.2,12.2,73.55,2.05,75.6,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Lamiales,Orobanchaceae,Esterhazya,Esterhazya splendida,J.C.Mikan,Esterhazya splendida,J.C.Mikan,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,ER,Autochory,NA,46,0,54,0,54,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Lamiales,Orobanchaceae,Physocalyx,Physocalyx major,Mart.,Physocalyx major,Mart.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,53.7,0.3,46,0,46,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Fabales,Polygalaceae,Polygala,Polygala paniculata,L.,Polygala paniculata,L.,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,ED,Autochory,NA,8.7,0.4,38,52.9,90.9,NA,NA,NA,NA,NA,D,NA,NA,NA
15,Gentianales,Rubiaceae,Declieuxia,Declieuxia fruticosa,(Willd. ex Roem. & Schult.) Kuntze,Declieuxia fruticosa,(Willd. ex Roem. & Schult.) Kuntze,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,ED,Zoochory,NA,12.7,40.5,43,3.8,46.8,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Gentianales,Rubiaceae,Palicourea,Palicourea rigida,Kunth,Palicourea rigida,Kunth,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LR,Zoochory,NA,23.1,15.4,0,61.5,61.5,NA,NA,NA,NA,NA,D,NA,NA,NA
15,Pandanales,Velloziaceae,Vellozia,Vellozia compacta,Mart. ex Schult. & Schult.f.,Vellozia compacta,Mart. ex Schult. & Schult.f.,-20.04,-44.01,"Lapinha da Serra, Santana do Riacho, Minas Gerais",Quartzite,Shrub,Restricted,Xeric,ED,Autochory,NA,10.2,4.4,85.1,0.3,85.4,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Pandanales,Velloziaceae,Vellozia,Vellozia nanuzae,L.B.Sm. & Ayensu,Vellozia nanuzae,L.B.Sm. & Ayensu,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,5.4,5.4,48.8,40.4,89.2,NA,NA,NA,NA,NA,D,NA,NA,NA
15,Myrtales,Vochysiaceae,Vochysia,Vochysia pygmaea,Bong.,Vochysia pygmaea,Bong.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LD,Anemochory,NA,2.1,0,97.9,0,97.9,NA,NA,NA,NA,NA,ND,ND,NA,NA
15,Myrtales,Vochysiaceae,Vochysia,Vochysia thyrsoidea,Pohl,Vochysia thyrsoidea,Pohl,-19.28,-43.58,Serra do Cipó,Quartzite,Tree,Widespread,Xeric,LD,Anemochory,NA,2.7,0,97.3,0,97.3,NA,NA,NA,NA,NA,ND,ND,NA,NA
16,Poales,Bromeliaceae,Tillandsia,Tillandsia gardneri,Lindl.,Tillandsia gardneri,Lindl.,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
16,Poales,Bromeliaceae,Vriesea,Vriesea bituminosa,Wawra,Vriesea bituminosa,Wawra,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
16,Poales,Bromeliaceae,Vriesea,Vriesea friburgensis,Mez,Vriesea friburgensis,Mez,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
17,Poales,Eriocaulaceae,Comanthera,Comanthera bisulcata,(Koern.) L.R. Parra & Giul.,Comanthera bisulcata,(Körn.) L.R.Parra & Giul.,-19.35,-43.58,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,ND,ND,NA,NA
17,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus verticillatus,(Bong.) L.R. Parra & Giul.,Syngonanthus verticillatus,(Bong.) Ruhland,-19.35,-43.58,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,92.6,NA,NA,NA,NA,NA,ND,ND,NA,NA
18,Asterales,Asteraceae,Eremanthus,Eremanthus erythropappus,(DC.) MacLeish,Eremanthus erythropappus,(DC.) MacLeish,NA,NA,"Baependi, Minas Gerais",Quartzite,Tree,Widespread,Xeric,NA,Anemochory,NA,77.3,NA,21.8,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Embryoless and non-dormant values correspond to the average value of genotypes
18,Asterales,Asteraceae,Eremanthus,Eremanthus erythropappus,(DC.) MacLeish,Eremanthus erythropappus,(DC.) MacLeish,NA,NA,"Carrancas, Minas Gerais",Quartzite,Tree,Widespread,Xeric,NA,Anemochory,NA,83.3,NA,16.0,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Embryoless and non-dormant values correspond to the average value of genotypes
18,Asterales,Asteraceae,Eremanthus,Eremanthus erythropappus,(DC.) MacLeish,Eremanthus erythropappus,(DC.) MacLeish,NA,NA,"Delfim Moreira, Minas Gerais",Quartzite,Tree,Widespread,Xeric,NA,Anemochory,NA,89.2,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,Embryoless and non-dormant values correspond to the average value of genotypes
18,Asterales,Asteraceae,Eremanthus,Eremanthus erythropappus,(DC.) MacLeish,Eremanthus erythropappus,(DC.) MacLeish,NA,NA,"Itabirito, Minas Gerais",Quartzite,Tree,Widespread,Xeric,NA,Anemochory,NA,88.2,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,Embryoless and non-dormant values correspond to the average value of genotypes
18,Asterales,Asteraceae,Eremanthus,Eremanthus erythropappus,(DC.) MacLeish,Eremanthus erythropappus,(DC.) MacLeish,NA,NA,"Morro do Pilar, Minas Gerais",Quartzite,Tree,Widespread,Xeric,NA,Anemochory,NA,82.8,NA,16.2,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Embryoless and non-dormant values correspond to the average value of genotypes
19,Asterales,Asteraceae,Lychnophora,Lychnophora ericoides,Mart.,Lychnophora ericoides,Mart.,-19.28,-43.55,Serra do Cipó,Quartzite,Tree,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
19,Poales,Poaceae,Echinolaena,Echinolaena inflexa,(Poir.) Chase,Echinolaena inflexa,(Poir.) Chase,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
19,Poales,Poaceae,Homolepis,Homolepis longispicula,(Döll) Chase,Homolepis longispicula,(Döll) Chase,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,NA,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
19,Pandanales,Velloziaceae,Vellozia,Vellozia caruncularis,Mart. ex Seub.,Vellozia caruncularis,Mart. ex Seub.,-19.28,-43.55,Serra do Cipó,Quartzite,NA,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
19,Pandanales,Velloziaceae,Vellozia,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,-19.28,-43.55,Serra do Cipó,Quartzite,NA,Restricted,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
19,Pandanales,Velloziaceae,Vellozia,Vellozia nanuzae,L.B.Sm. & Ayensu,Vellozia nanuzae,L.B.Sm. & Ayensu,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
19,Pandanales,Velloziaceae,Vellozia,Vellozia resinosa,Mart. ex Schult. & Schult.f.,Vellozia resinosa,Mart. ex Schult. & Schult.f.,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
19,Pandanales,Velloziaceae,Vellozia,Vellozia variabilis,Mart. ex Schult. & Schult.f.,Vellozia variabilis,Mart. ex Schult. & Schult.f.,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
19,Poales,Xyridaceae,Xyris,Xyris pilosa,Kunth,Xyris pilosa,Kunth,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
20,Poales,Poaceae,Andropogon,Andropogon bicornis,L.,Andropogon bicornis,L.,-20.35,-43.22,"Mariana, Minas Gerais",Ironstone,Herb,Restricted,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
20,Poales,Poaceae,Andropogon,Andropogon leucostachyus,Kunth,Andropogon leucostachyus,Kunth,-20.35,-43.22,"Mariana, Minas Gerais",Ironstone,Herb,Widespread,Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
20,Poales,Poaceae,Apochloa,Apochloa euprepes,(Renvoize) Zuloaga & Morrone,Apochloa euprepes,(Renvoize) Zuloaga & Morrone,-20.42,-43.47,"Ouro Preto, Minas Gerais",Ironstone,Herb,Restricted,Mesic/Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
20,Poales,Poaceae,Cenchrus,Cenchrus brownii,Roem. & Schult.,Cenchrus brownii,Roem. & Schult.,-20.37,-43.42,"Mariana, Minas Gerais",Ironstone,Herb,Widespread,Mesic/Xeric,LD,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
20,Poales,Poaceae,Echinolaena,Echinolaena inflexa,(Poir.) Chase,Echinolaena inflexa,(Poir.) Chase,-19.28,-43.55,"Ouro Preto, Minas Gerais",Ironstone,Herb,Widespread,Mesic/Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
20,Poales,Poaceae,Setaria,Setaria parviflora,(Poir.) Kerguélen,Setaria parviflora,(Poir.) Kerguélen,-20.38,-43.50,"Ouro Preto, Minas Gerais",Ironstone,Herb,Widespread,Mesic/Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
21,Poales,Poaceae,Axonopus,Axonopus laxiflorus,(Trin.) Chase,Axonopus laxiflorus,(Trin.) Chase,-20.35,-43.50,Serra da Brígida,Ironstone,Herb,Widespread,Xeric,LR,Autochory,NA,99.25,NA,NA,NA,NA,NA,NA,NA,0.124,NA,NC,NA,NA,NA
21,Poales,Poaceae,Sporobolus,Sporobolus metallicolus,Longhi-Wagner & Boechat,Sporobolus metallicolus,Longhi-Wagner & Boechat,-20.35,-43.50,Serra da Brígida,Ironstone,Herb,Widespread,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NC,NA,NA,NA
22,Asterales,Asteraceae,Baccharis,Baccharis reticularia,DC.,Baccharis reticularia,DC.,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NC,NA,NA,NA
22,Asterales,Asteraceae,Chromolaena,Chromolaena squalida,(DC.) R.M. King & H. Rob.,Chromolaena squalida,(DC.) R.M.King & H.Rob.,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NC,NA,NA,NA
22,Asterales,Asteraceae,Dasyphyllum,Dasyphyllum sprengelianum,(Gardner) Cabrera,Dasyphyllum sprengelianum,(Gardner) Cabrera,-20.38,-43.50,"Universidade Federal de Ouro Preto - Campus Morro do Cruzeiro, Ouro Preto, Minas Gerais",Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NC,NA,NA,NA
22,Asterales,Asteraceae,Eremanthus,Eremanthus erythropappus,(DC.) MacLeish,Eremanthus erythropappus,(DC.) MacLeish,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Tree,Widespread,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NC,NA,NA,NA
22,Asterales,Asteraceae,Eremanthus,Eremanthus incanus,(Less.) Less,Eremanthus incanus,(Less.) Less,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Tree,Widespread,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NC,NA,NA,NA
22,Poales,Cyperaceae,Bulbostylis,Bulbostylis fimbriata,(Nees) C.B.Clarke,Bulbostylis fimbriata,(Nees) C.B.Clarke,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Herb,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NC,NA,NA,NA
22,Fabales,Fabaceae,Senna,Senna reniformis,(G. Don) H.S. Irwin & Barneby,Senna reniformis,(G.Don) H.S.Irwin & Barneby,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NC,NA,NA,NA
22,Myrtales,Lythraceae,Diplusodon,Diplusodon microphyllus,Pohl,Diplusodon microphyllus,Pohl,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Restricted,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NC,NA,NA,NA
22,Myrtales,Melastomataceae,Miconia,Miconia ligustroides,(DC.) Naudin,Miconia ligustroides,(DC.) Naudin,-20.38,-43.50,"Universidade Federal de Ouro Preto - Campus Morro do Cruzeiro, Ouro Preto, Minas Gerais",Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NC,NA,NA,NA
22,Myrtales,Melastomataceae,Pleroma,Pleroma heteromallum,(D. Don) D. Don,Pleroma heteromallum,(D. Don) D. Don,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NC,NA,NA,NA
22,Myrtales,Melastomataceae,Pleroma,Pleroma semidecandrum,(Schrank et Mart. ex DC.) Triana,Pleroma semidecandrum,(Schrank et Mart. ex DC.) Triana,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NC,NA,NA,NA
