ID,Order,Family,Genus,Species_reported,Authority_reported,Species_accepted,Authority_accepted,Latitude,Longitude,Location,Outcrop,Growth_form,Distribution,Microhabitat,Dispersal_period,Dispersal_syndrome,Seed_number,Embryoless,Nonviable,Nondormant,Dormant,Viable,Length,Width,Thickness,Dry_mass,Water_content,Dormancy,Dormancy_class,Dessication_tolerance,Notes
41,Poales,Bromeliaceae,Vriesea,Vriesea minarum,L.B.Sm.,Vriesea minarum,L.B.Sm.,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
42,Asterales,Asteraceae,Lychnophora,Lychnophora pinaster,Mart.,Lychnophora pinaster,Mart.,NA,NA,"Itumirim, Minas Gerais",Quartzite,Shrub,Restricted,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PD,Orthodox,NA
43,Asterales,Asteraceae,Lychnophora,Lychnophora pinaster,Mart.,Lychnophora pinaster,Mart.,NA,NA,"Itumirim, Minas Gerais",Quartzite,Shrub,Restricted,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PD,NA,NA
44,Asterales,Asteraceae,Lychnophora,Lychnophora pinaster,Mart.,Lychnophora pinaster,Mart.,NA,NA,"Itumirim, Minas Gerais",Quartzite,NA,Restricted,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,D,NA,NA,NA
45,Myrtales,Melastomataceae,Miconia,Miconia ferruginata,DC.,Miconia ferruginata,DC.,-17.77,-48.66,Parque Estadual de Serra de Caldas Novas,Quartzite,NA,Widespread,Xeric,LD,Zoochory,24.73,79.72,NA,NA,NA,NA,NA,NA,NA,0.01882,NA,NC,NA,NA,NA
46,Myrtales,Melastomataceae,Tibouchina,Tibouchina papyrus,(Pohl) Toledo,Tibouchina papyrus,(Pohl) Toledo,-15.80,-48.84,Parque Estadual da Serra dos Pireneus,Quartzite,Tree,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
47,Pandanales,Velloziaceae,Vellozia,Vellozia alata,L.B.Sm.,Vellozia alata,L.B.Sm.,-19.38,-44.53,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22,NC,NA,NA,"Water content value was estimated from Figure 2B of the paper, using ImageJ."
48,Fabales,Fabaceae,Collaea,Collaea cipoensis,Fortunato,Collaea cipoensis,Fortunato,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
48,Fabales,Fabaceae,Mimosa,Mimosa foliolosa,Benth.,Mimosa foliolosa,Benth.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,ED,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
48,Fabales,Fabaceae,Mimosa,Mimosa maguirei,Barneby,Mimosa maguirei,Barneby,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PY,NA,NA
49,Myrtales,Melastomataceae,Lavoisiera,Lavoisiera cordata,Cogn.,Lavoisiera cordata,Cogn.,-19.30,-43.59,Reserva Particular Natural Vellozia,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,"Assumed to be conditionally dormant, since high germination percentages were only found at 30ºC and alternate temperatures"
49,Myrtales,Melastomataceae,Microlicia,Microlicia tetrasticha,Cogn.,Microlicia tetrasticha,Cogn.,-19.30,-43.59,Reserva Particular Natural Vellozia,Quartzite,Shrub,Restricted,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
49,Myrtales,Melastomataceae,Pleroma,Pleroma heteromallum,(D. Don) D. Don,Pleroma heteromallum,(D. Don) D. Don,-19.30,-43.59,Reserva Particular Natural Vellozia,Quartzite,Shrub,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
49,Myrtales,Melastomataceae,Trembleya,Trembleya laniflora,(D.Don) Cogn.,Trembleya laniflora,(D.Don) Cogn.,-19.30,-43.59,Reserva Particular Natural Vellozia,Quartzite,NA,Restricted,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
50,Lamiales,Bignoniaceae,Jacaranda,Jacaranda caroba,(Vell.) DC.,Jacaranda caroba,(Vell.) DC.,-19.30,-43.59,Reserva Particular Natural Vellozia,Quartzite,Tree,Widespread,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
51,Myrtales,Vochysiaceae,Callisthene,Callisthene major var. pilosa,Warm.,Callisthene major var. pilosa,Warm.,-19.85,-54.80,Reserva Fazenda Colorado,NA,Tree,Widespread,Mesic/Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,ND,ND,Orthodox,NA
52,Poales,Eriocaulaceae,Comanthera,Comanthera brasiliana,(Giul.) L.R. Parra and Giul.,Comanthera brasiliana,(Giul.) L.R. Parra & Giul.,NA,NA,Serra do Ambrósio,Quartzite,Herb,Restricted,Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,0.65,NA,NA,0.036,NA,ND,ND,NA,NA
52,Poales,Eriocaulaceae,Comanthera,Comanthera magnifica,(Giul.) L.R. Parra & Giul.,Comanthera magnifica,(Giul.) L.R. Parra & Giul.,NA,NA,Serra do Ambrósio,Quartzite,Herb,Restricted,Xeric,NA,Anemochory,NA,NA,NA,NA,NA,NA,0.65,NA,NA,0.044,NA,NC,NA,NA,Traits value corresponds to the average of the two morphotypes assessed.
52,Poales,Eriocaulaceae,Comanthera,Comanthera suberosa,(Giul.) L.R. Parra & Giul.,Comanthera suberosa,(Giul.) L.R. Parra & Giul.,NA,NA,Serra do Ambrósio,Quartzite,Herb,Restricted,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.7,NA,NA,0.045,NA,ND,ND,NA,NA
53,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus nitens,Ruhland,Syngonanthus nitens,Ruhland,-18.33,-43.88,"Comunidade de Galheiros, Município de Diamantina",Quartzite,Herb,Widespread,Mesic,ER,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
53,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus nitens,Ruhland,Syngonanthus nitens,Ruhland,-18.60,-43.60,"Comunidade de Raiz, município de Presidente Kubitschek",Quartzite,Herb,Widespread,Mesic,ER,Anemochory,NA,NA,NA,NA,NA,NA,0.695,NA,NA,0.024,NA,NC,NA,NA,"While the paper reports the measurments in cm, here we reported it in mm, given the values foun in similar studies by the authors."
54,Poales,Eriocaulaceae,Comanthera,Syngonanthus venustus,Silveira,Comanthera bisulcata,(Körn.) L.R.Parra & Giul.,-18.23,-43.31,"Comunidade de Galheiros, Diamatina, Minas Gerais",Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.5,0.24,NA,2.5,NA,NC,NA,NA,NA
54,Poales,Eriocaulaceae,Comanthera,Syngonanthus elegans,(Bong.) Ruhland,Comanthera elegans,(Bong.) L.R.Parra & Giul.,-18.23,-43.31,"Comunidade de Galheiros, Diamatina, Minas Gerais",Quartzite,Herb,Restricted,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.37,0.22,NA,1.5,NA,ND,ND,NA,NA
54,Poales,Eriocaulaceae,Comanthera,Syngonanthus elegantulus,Ruhland,Comanthera elegantula,(Ruhland) L.R.Parra & Giul.,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Restricted,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.35,0.21,NA,1.3,NA,NC,NA,NA,NA
55,Poales,Eriocaulaceae,Comanthera,Syngonanthus aciphyllus,(Bong.) Ruhland,Comanthera aciphylla,(Bong.) L.R.Parra & Giul.,-19.38,-43.60,NA,Quartzite,Herb,Widespread,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.38,0.22,NA,0.015,NA,ND,ND,NA,NA
55,Poales,Eriocaulaceae,Comanthera,Syngonanthus bisulcatus,(Körn.) Ruhland,Comanthera bisulcata,(Körn.) L.R.Parra & Giul.,-19.34,-43.59,NA,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.46,0.26,NA,0.02,NA,D,NA,NA,NA
55,Poales,Eriocaulaceae,Comanthera,Syngonanthus vernonioides,(Kunth) Ruhland,Comanthera centauroides,(Bong.) L.R.Parra & Giul.,-18.56,-43.64,NA,Quartzite,Herb,Widespread,Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,0.79,0.42,NA,0.095,NA,NC,NA,NA,NA
55,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus anthemidiflorus,(Bong.) Ruhland,Syngonanthus anthemiflorus,(Bong.) Ruhland,-18.09,-43.34,NA,Quartzite,Herb,Restricted,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.49,0.25,NA,0.022,NA,ND,ND,NA,NA
55,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus caulescens,(Poir.) Ruhland,Syngonanthus caulescens,(Poir.) Ruhland,-19.39,-43.59,NA,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.48,0.29,NA,0.024,NA,NC,NA,NA,NA
55,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus gracilis,(Bong.) Ruhland,Syngonanthus gracilis,(Bong.) Ruhland,-20.43,-43.50,NA,Quartzite,Herb,Restricted,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.39,0.21,NA,0.012,NA,ND,ND,NA,NA
55,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus verticillatus,(Bong.) Ruhland,Syngonanthus verticillatus,(Bong.) Ruhland,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,0.46,0.21,NA,0.014,NA,ND,ND,NA,NA
56,Poales,Xyridaceae,Xyris,Xyris asperula,Mart.,Xyris asperula,Mart.,-19.38,-43.54,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,0.4,0.24,NA,0.0125,16.4,ND,ND,NA,NA
56,Poales,Xyridaceae,Xyris,Xyris subsetigera,Malme,Xyris subsetigera,Malme,-19.38,-43.54,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,0.48,0.25,NA,0.0094,11.4,ND,ND,NA,NA
56,Poales,Xyridaceae,Xyris,Xyris trachyphylla,Mart.,Xyris trachyphylla,Mart.,-19.23,-43.33,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,0.75,0.31,NA,0.0255,11.6,ND,ND,NA,NA
57,Poales,Xyridaceae,Xyris,Xyris asperula,Mart.,Xyris asperula,Mart.,-19.38,-43.54,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
57,Poales,Xyridaceae,Xyris,Xyris trachyphylla,Mart.,Xyris trachyphylla,Mart.,-19.23,-43.33,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
58,Poales,Xyridaceae,Xyris,Xyris longiscapa,L.A.Nilsson,Xyris longiscapa,L.A.Nilsson,-19.25,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,ED,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
59,Poales,Xyridaceae,Xyris,Xyris asperula,Mart.,Xyris asperula,Mart.,-19.38,-43.54,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
59,Poales,Xyridaceae,Xyris,Xyris pilosa,Kunth,Xyris pilosa,Kunth,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
59,Poales,Xyridaceae,Xyris,Xyris seubertii,L.A.Nilsson,Xyris seubertii,L.A.Nilsson,-19.26,-43.53,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
59,Poales,Xyridaceae,Xyris,Xyris subsetigera,Malme,Xyris subsetigera,Malme,-19.38,-43.54,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
59,Poales,Xyridaceae,Xyris,Xyris trachyphylla,Mart.,Xyris trachyphylla,Mart.,-19.23,-43.33,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
60,Poales,Eriocaulaceae,Comanthera,Syngonanthus elegans,(Bong.) Ruhland,Comanthera elegans,(Bong.) L.R.Parra & Giul.,-18.23,-43.31,"Comunidade de Galheiros, Diamatina, Minas Gerais",Quartzite,Herb,Restricted,Mesic/Xeric,NA,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
61,Poales,Bromeliaceae,Alcantarea,Alcantarea imperialis,(Carrière) Harms,Alcantarea imperialis,(Carrière) Harms,-21.70,-43.89,Parque Estadual do Ibitipoca,Quartzite,Herb,Restricted,Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,8.7,1,NA,1.656,NA,ND,ND,NA,NA
61,Poales,Bromeliaceae,Pitcairnia,Pitcairnia flammea,Lindl.,Pitcairnia flammea,Lindl.,-21.70,-43.89,Parque Estadual do Ibitipoca,Quartzite,Herb,Widespread,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,1.8,0.9,NA,0.162,NA,D,NA,NA,NA
62,Sapindales,Anacardiaceae,Tapirira,Tapirira obtusa,(Benth.) J.D.Mitch.,Tapirira obtusa,(Benth.) J.D.Mitch.,NA,NA,"Lavras, Minas Gerais",Quartzite,Tree,Widespread,Mesic,LR,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,Orthodox,NA
63,Rosales,Moraceae,Ficus,Ficus luschnathiana,(Miq.) Miq.,Ficus luschnathiana,(Miq.) Miq.,-29.62,-53.87,"Santa Maria, Rio Grande do Sul",Sandstone,Tree,Widespread,Mesic,NA,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
63,Gentianales,Rubiaceae,Chomelia,Chomelia obtusa,Cham. & Schltdl.,Chomelia obtusa,Cham. & Schltdl.,-29.62,-53.87,"Santa Maria, Rio Grande do Sul",Sandstone,NA,Widespread,Mesic/Xeric,NA,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
63,Liliales,Smilacaceae,Smilax,Smilax sp.,NA,Smilax sp.,NA,-29.62,-53.87,"Santa Maria, Rio Grande do Sul",Sandstone,NA,NA,Xeric,NA,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia corymbosa,Cham.,Lippia corymbosa,Cham.,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia diamantinensis,Glaz. ex. Moldenke,Lippia diamantinensis,Glaz. ex. Moldenke,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Restricted,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia filifolia,Mart. & Schauer,Lippia filifolia,Mart. & Schauer,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia florida,Cham.,Lippia florida,Cham.,-19.46,-43.55,"Jaboticatubas, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia hermannioides,Cham.,Lippia hermannioides,Cham.,-19.46,-43.55,"Jaboticatubas, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia lupulina,Cham.,Lippia lupulina,Cham.,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia glandulosa,Schauer,Lippia origanoides,Kunth,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia sidoides,Cham.,Lippia origanoides,Kunth,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia rosella,Moldenke,Lippia rosella,Moldenke,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
64,Lamiales,Verbenaceae,Lippia,Lippia rotundifolia,Cham.,Lippia rotundifolia,Cham.,-18.25,-43.60,"Diamantina, Minas Gerais",Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA
65,Fabales,Fabaceae,Bauhinia,Bauhinia pulchella,Benth.,Bauhinia pulchella,Benth.,NA,NA,Serra dos Carajás,Ironstone,Shrub,Widespread,Mesic/Xeric,LR,Autochory,NA,14,12.9,45.3,27.8,73.1,5.4,4.3,2.9,49,13,D,PY,Orthodox,Percentage of viable seeds was calculated using the percentage of viable seeds from tetrazolium test over the result of full seeds. Non-viable seeds value was obtained by substrating the value of embryoless and viable seeds from 100. Non-dormant seeds value was obtained by multiplying germination percentage (estimated using ImageJ) with calculated viable seeds percentage.
65,Fabales,Fabaceae,Dioclea,Dioclea apurensis,Kunth,Dioclea apurensis,Kunth,NA,NA,Serra dos Carajás,Ironstone,Liana,Widespread,Mesic/Xeric,LR,Autochory,NA,2,11.76,36.53,49.71,86.24,9.6,5.9,3.8,165,9.4,D,PY,Orthodox,Percentage of viable seeds was calculated using the percentage of viable seeds from tetrazolium test over the result of full seeds. Non-viable seeds value was obtained by substrating the value of embryoless and viable seeds from 100. Non-dormant seeds value was obtained by multiplying germination percentage (estimated using ImageJ) with calculated viable seeds percentage.
65,Fabales,Fabaceae,Mimosa,Mimosa acutistipula var. ferrea,Barneby,Mimosa acutistipula var. ferrea,Barneby,NA,NA,Serra dos Carajás,Ironstone,Shrub,Widespread,Xeric,LR,Autochory,NA,6,15.04,9.44,69.52,78.96,4.4,3.7,0.82,10,9.4,D,PY,Orthodox,Percentage of viable seeds was calculated using the percentage of viable seeds from tetrazolium test over the result of full seeds. Non-viable seeds value was obtained by substrating the value of embryoless and viable seeds from 100. Non-dormant seeds value was obtained by multiplying germination percentage (estimated using ImageJ) with calculated viable seeds percentage.
65,Fabales,Fabaceae,Mimosa,Mimosa camporum,Benth.,Mimosa camporum,Benth.,NA,NA,Serra dos Carajás,Ironstone,Herb,Widespread,Mesic/Xeric,LR,Autochory,NA,10,12.6,13.96,63.44,77.4,3.2,2.4,1.2,4,9.2,D,PY,Orthodox,Percentage of viable seeds was calculated using the percentage of viable seeds from tetrazolium test over the result of full seeds. Non-viable seeds value was obtained by substrating the value of embryoless and viable seeds from 100. Non-dormant seeds value was obtained by multiplying germination percentage (estimated using ImageJ) with calculated viable seeds percentage.
65,Fabales,Fabaceae,Mimosa,Mimosa pudica,L.,Mimosa pudica,L.,NA,NA,Serra dos Carajás,Ironstone,Shrub,Widespread,Mesic,LR,Autochory,NA,6,17.86,5.97,70.17,76.14,2.8,2.3,1.3,5,8,D,PY,Orthodox,Percentage of viable seeds was calculated using the percentage of viable seeds from tetrazolium test over the result of full seeds. Non-viable seeds value was obtained by substrating the value of embryoless and viable seeds from 100. Non-dormant seeds value was obtained by multiplying germination percentage (estimated using ImageJ) with calculated viable seeds percentage.
66,Myrtales,Melastomataceae,Lavoisiera,Lavoisiera cordata,Cogn.,Lavoisiera cordata,Cogn.,-19.28,-43.55,Reserva Particular Natural Vellozia,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
66,Myrtales,Melastomataceae,Lavoisiera,Lavoisiera francavillana,Cogn.,Lavoisiera imbricata,(Thunb.) DC.,-19.28,-43.55,Reserva Particular Natural Vellozia,Quartzite,Shrub,Widespread,Mesic,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
67,Malpighiales,Calophyllaceae,Kielmeyera,Kielmeyera regalis,Saddi,Kielmeyera regalis,Saddi,-19.28,-43.60,Reserva Particular Natural Vellozia,Quartzite,Shrub,Widespread,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
68,Lamiales,Gesneriaceae,Sinningia,Paliavana sericiflora,Benth.,Paliavana sericiflora,Benth.,-20.12,-42.92,"Nova Lima, Minas Gerais",Quartzite,Shrub,Restricted,Xeric,LD,Zoochory,3120,NA,NA,NA,NA,NA,NA,NA,NA,0.0223,NA,ND,ND,NA,NA
68,Lamiales,Gesneriaceae,Sinningia,Sinningia allagophylla,(Mart.) Wiehler,Sinningia allagophylla,(Mart.) Wiehler,-20.12,-42.92,"Nova Lima, Minas Gerais",Quartzite,Herb,Widespread,Mesic/Xeric,LR,Anemochory,2687,NA,NA,NA,NA,NA,NA,NA,NA,0.0172,NA,D,NA,NA,NA
68,Lamiales,Gesneriaceae,Sinningia,Sinningia rupicola,(Mart.) Wiehler,Sinningia rupicola,(Mart.) Wiehler,-20.12,-42.92,"Nova Lima, Minas Gerais",Quartzite,Herb,Widespread,Xeric,LR,Anemochory,1285,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NC,NA,NA,NA
69,Myrtales,Melastomataceae,Chaetostoma,Chaetostoma armatum,(Spreng.) Cogn.,Chaetostoma armatum,(Spreng.) Cogn.,-19.28,-43.59,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,ED,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,PD+PY,NA,NA
70,Myrtales,Melastomataceae,Clidemia,Clidemia urceolata,DC.,Clidemia urceolata,DC.,-19.25,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Mesic/Xeric,NA,Zoochory,NA,NA,NA,NA,NA,NA,0.7,0.5,NA,NA,NA,NC,NA,NA,NA
70,Myrtales,Melastomataceae,Leandra,Leandra aurea,(Cham.) Cogn.,Leandra aurea,(Cham.) Cogn.,-19.25,-43.58,Serra do Cipó,Quartzite,NA,Widespread,Mesic/Xeric,NA,Zoochory,NA,NA,NA,NA,NA,NA,1.1,0.6,NA,NA,NA,NC,NA,NA,NA
70,Myrtales,Melastomataceae,Miconia,Miconia rubiginosa,(Bonpl.) DC.,Miconia rubiginosa,(Bonpl.) DC.,-19.25,-43.58,Serra do Cipó,Quartzite,NA,Widespread,Mesic/Xeric,NA,Zoochory,NA,NA,NA,NA,NA,NA,1.3,1.1,NA,NA,NA,NC,NA,NA,NA
71,Myrtales,Melastomataceae,Trembleya,Trembleya laniflora,(D.Don) Cogn.,Trembleya laniflora,(D.Don) Cogn.,-19.24,-43.55,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,86.3,NA,NA,NA,NA,NA,NA,NA,0.05,NA,ND,ND,NA,Embryoless seed value represent the average between the two years reported (estimated with ImageJ).
72,Poales,Eriocaulaceae,Paepalanthus,Paepalanthus speciosus,(Bong.) Körn.,Paepalanthus chiquitensis,Herzog,NA,NA,Reserva Biológica da Serra Dourada,Quartzite,Herb,Restricted,Mesic/Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
73,Myrtales,Melastomataceae,Miconia,Miconia ligustroides,(DC.) Naudin,Miconia ligustroides,(DC.) Naudin,-20.08,-44.37,Parque Estadual da Serra do Rola Moça,Ironstone,Shrub,Widespread,Mesic/Xeric,NA,Zoochory,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
73,Myrtales,Melastomataceae,Miconia,Miconia pepericarpa,DC.,Miconia pepericarpa,DC.,-20.08,-44.37,Parque Estadual da Serra do Rola Moça,Ironstone,Shrub,Widespread,Mesic/Xeric,NA,Zoochory,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
74,Myrtales,Melastomataceae,Miconia,Miconia angelana,R.Romero & R.Goldenb.,Miconia angelana,R.Romero & R.Goldenb.,-20.25,-46.78,Serra da Canastra,Quartzite,Shrub,Widespread,Mesic,NA,Zoochory,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,"Embryoless seed values were estimated from Figure 11 and corresponde to the Spontaneous self-pollination treatment, given that species was reported to be self-compatible."
75,Poales,Eriocaulaceae,Comanthera,Syngonanthus elegans,(Bong.) Ruhl.,Comanthera elegans,(Bong.) L.R.Parra & Giul.,-18.23,-43.31,"Comunidade de Galheiros, Diamatina, Minas Gerais",Quartzite,Herb,Restricted,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
75,Poales,Eriocaulaceae,Comanthera,Syngonanthus niveus,(Bong.) Ruhland,Comanthera nivea,(Bong.) L.R.Parra & Giul.,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
